company,ticker,sector,revenue_B,scenario,event_category,channel,severity,impact_mid_pct,impact_mid_usd_M,geo_exposure
Exxon Mobil,XOM,Energy,344,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.329,0.15,519,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.333,0.13,452,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.333,0.13,452,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.333,0.13,452,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.29,0.04,144,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.329,0.15,519,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Exxon Mobil,XOM,Energy,344,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.329,0.15,519,"Oil production in 40+ countries, Guyana deepwater, Middle East JVs, LNG in Qatar/Australia, refining globally"
Chevron,CVX,Energy,196,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.333,0.1,196,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.378,0.06,108,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.333,0.1,196,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.334,0.14,269,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.333,0.1,196,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.333,0.1,196,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Major cyberattack,armed_conflict_instability,logistics_operations,-0.333,0.1,196,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.375,0.06,122,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.334,0.14,269,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Chevron,CVX,Energy,196,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.334,0.14,269,"Major operations in Kazakhstan, Australia LNG, Gulf of Mexico, Venezuela (sanctions exemption), shipping through Hormuz/Red Sea"
Procter & Gamble,PG,Consumer Staples,84,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.334,0.1,82,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.331,0.11,90,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.334,0.1,82,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.322,0.12,98,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.334,0.1,82,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.334,0.1,82,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Major cyberattack,armed_conflict_instability,logistics_operations,-0.334,0.1,82,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.376,0.03,27,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.322,0.12,98,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Procter & Gamble,PG,Consumer Staples,84,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.322,0.12,98,"Sells in 180+ countries, significant Russia/China/India revenue, consumer brand reputation sensitive to boycotts"
Costco,COST,Consumer Staples,242,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.325,0.13,326,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.329,0.09,216,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.325,0.13,326,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,238,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.325,0.13,326,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.325,0.13,326,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.325,0.13,326,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.328,0.1,231,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,238,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
Costco,COST,Consumer Staples,242,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,238,"Global sourcing, ~15% international revenue, shipping/import dependent, China sourcing for consumer goods"
McDonald's,MCD,Consumer Discretionary,26,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.357,0.17,43,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.41,0.07,18,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.357,0.17,43,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.361,0.08,21,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.357,0.17,43,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.357,0.17,43,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Major cyberattack,armed_conflict_instability,logistics_operations,-0.357,0.17,43,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.404,0.08,22,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.361,0.08,21,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
McDonald's,MCD,Consumer Discretionary,26,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.361,0.08,21,"40,000 restaurants in 100+ countries, exited Russia 2022, MENA boycott exposure, franchise model limits direct risk"
Boeing,BA,Industrials,78,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.329,0.25,195,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.344,0.07,54,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.329,0.25,195,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,61,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.329,0.25,195,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.329,0.25,195,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Major cyberattack,armed_conflict_instability,logistics_operations,-0.329,0.25,195,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.4,0.05,38,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,61,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Boeing,BA,Industrials,78,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,61,"40% of deliveries to non-US airlines, China market uncertainty, defense contracts with NATO allies, titanium from Russia (pre-2022)"
Caterpillar,CAT,Industrials,67,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.327,0.1,66,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.376,0.06,43,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.327,0.1,66,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.33,0.15,100,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.327,0.1,66,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.327,0.1,66,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Major cyberattack,armed_conflict_instability,logistics_operations,-0.327,0.1,66,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.372,0.07,47,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.33,0.15,100,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Caterpillar,CAT,Industrials,67,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.33,0.15,100,"Infrastructure equipment sold globally, mining exposure in Latin America/Africa/Australia, Middle East construction"
Lockheed Martin,LMT,Industrials,68,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.332,0.08,51,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.316,0.07,47,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.332,0.08,51,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,53,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.332,0.08,51,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.332,0.08,51,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.332,0.08,51,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.4,0.05,33,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,53,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Lockheed Martin,LMT,Industrials,68,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,53,"US defense prime, F-35 sold to NATO allies, benefits from conflict escalation, export controls on advanced weapons"
Raytheon/RTX,RTX,Industrials,69,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.329,0.08,58,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.333,-0.04,-31,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.329,0.08,58,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.305,0.11,76,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.329,0.08,58,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.329,0.08,58,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Major cyberattack,armed_conflict_instability,logistics_operations,-0.329,0.08,58,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.376,0.06,43,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.305,0.11,76,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Raytheon/RTX,RTX,Industrials,69,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.305,0.11,76,"Missiles and defense systems, Patriot batteries deployed in Middle East, benefits from Red Sea/Iran tensions"
Broadcom,AVGO,Information Technology,51,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.319,0.14,69,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.333,0.09,44,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.319,0.14,69,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.299,0.13,68,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.319,0.14,69,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.319,0.14,69,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Major cyberattack,armed_conflict_instability,logistics_operations,-0.319,0.14,69,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.295,0.06,30,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.299,0.13,68,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Broadcom,AVGO,Information Technology,51,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.299,0.13,68,"Semiconductor supply chain, China revenue exposure, VMware enterprise software globally"
Cisco,CSCO,Information Technology,54,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.287,0.09,48,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.304,0.09,49,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.287,0.09,48,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.375,0.14,75,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.287,0.09,48,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.287,0.09,48,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.287,0.09,48,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.373,0.06,33,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.375,0.14,75,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Cisco,CSCO,Information Technology,54,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.375,0.14,75,"Network equipment sold globally, Huawei rip-and-replace beneficiary, enterprise IT in regulated industries"
Intel,INTC,Information Technology,54,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.33,0.1,54,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.305,-0.19,-103,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.33,0.1,54,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.304,0.11,60,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.33,0.1,54,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.33,0.1,54,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Major cyberattack,armed_conflict_instability,logistics_operations,-0.33,0.1,54,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.372,-0.04,-23,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.304,0.11,60,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Intel,INTC,Information Technology,54,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.304,0.11,60,"CHIPS Act beneficiary, Israel fabrication facility, China revenue under export controls, competing with TSMC"
Nike,NKE,Consumer Discretionary,51,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.325,0.11,57,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.303,0.07,35,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.325,0.11,57,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.373,0.08,40,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.325,0.11,57,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
