company,ticker,sector,revenue_B,scenario,event_category,channel,severity,impact_mid_pct,impact_mid_usd_M,geo_exposure
Nike,NKE,Consumer Discretionary,51,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.325,0.11,57,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.325,0.11,57,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.371,0.08,43,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.373,0.08,40,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Nike,NKE,Consumer Discretionary,51,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.373,0.08,40,"Greater China ~15% revenue, Vietnam/Indonesia manufacturing, Xinjiang cotton controversy, brand-sensitive to boycotts"
Goldman Sachs,GS,Financials,51,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.34,0.06,33,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.401,0.04,22,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.34,0.06,33,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.313,0.08,40,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.34,0.06,33,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.34,0.06,33,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Major cyberattack,armed_conflict_instability,logistics_operations,-0.34,0.06,33,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.4,0.05,25,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.313,0.08,40,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Goldman Sachs,GS,Financials,51,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.313,0.08,40,"Global investment banking, commodity trading, emerging market exposure, sanctions compliance for trading desks"
Coca-Cola,KO,Consumer Staples,46,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.331,0.15,70,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.311,0.07,32,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.331,0.15,70,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.337,0.08,36,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.331,0.15,70,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.331,0.15,70,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Major cyberattack,armed_conflict_instability,logistics_operations,-0.331,0.15,70,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.371,0.06,27,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.337,0.08,36,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
Coca-Cola,KO,Consumer Staples,46,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.337,0.08,36,"Sells in 200+ countries, bottling partners worldwide, brand boycott risk, FX exposure to 80+ currencies"
PepsiCo,PEP,Consumer Staples,92,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.334,0.11,98,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.332,0.09,81,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.334,0.11,98,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.33,0.1,89,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.334,0.11,98,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.334,0.11,98,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Major cyberattack,armed_conflict_instability,logistics_operations,-0.334,0.11,98,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.377,0.06,56,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.33,0.1,89,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
PepsiCo,PEP,Consumer Staples,92,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.33,0.1,89,"Frito-Lay global, maintained Russia operations longer than peers, India/Middle East snack business, agricultural sourcing"
Walmart,WMT,Consumer Staples,648,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.321,0.1,650,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.305,0.09,572,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.321,0.1,650,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.377,0.1,637,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.321,0.1,650,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.321,0.1,650,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.321,0.1,650,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.376,0.08,500,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.377,0.1,637,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Walmart,WMT,Consumer Staples,648,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.377,0.1,637,"Massive China sourcing, international stores in 19 countries, tariff pass-through to consumers, India (Flipkart)"
Home Depot,HD,Consumer Discretionary,157,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.331,0.11,179,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.31,0.09,138,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.331,0.11,179,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,151,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.331,0.11,179,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.331,0.11,179,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Major cyberattack,armed_conflict_instability,logistics_operations,-0.331,0.11,179,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.376,0.07,111,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,151,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Home Depot,HD,Consumer Discretionary,157,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.376,0.1,151,"Primarily US/Canada/Mexico, heavy import dependency for building materials, tariff exposure on Chinese goods"
Pfizer,PFE,Health Care,58,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.414,0.06,34,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.401,0.04,25,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.414,0.06,34,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,45,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.414,0.06,34,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.414,0.06,34,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Major cyberattack,armed_conflict_instability,logistics_operations,-0.414,0.06,34,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.4,0.05,28,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,45,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Pfizer,PFE,Health Care,58,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.402,0.08,45,"Global pharma distribution, API manufacturing in Ireland/Puerto Rico, vaccine geopolitics, IP licensing globally"
Eli Lilly,LLY,Health Care,41,Red Sea shipping disruption,armed_conflict_instability,workforce_talent,-0.342,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.349,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Russia-Ukraine escalation,armed_conflict_instability,workforce_talent,-0.342,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.324,0.13,54,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Taiwan Strait tensions,armed_conflict_instability,workforce_talent,-0.342,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Iran nuclear crisis,armed_conflict_instability,workforce_talent,-0.342,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Major cyberattack,armed_conflict_instability,workforce_talent,-0.342,0.09,35,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.391,0.08,34,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.324,0.13,54,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Eli Lilly,LLY,Health Care,41,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.324,0.13,54,"US-centric revenue but global manufacturing, insulin pricing politics, China pharmaceutical market entry"
Mastercard,MA,Financials,28,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,24,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.378,0.07,19,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,24,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.379,0.08,22,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,24,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,24,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,24,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.377,0.07,20,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.379,0.08,22,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Mastercard,MA,Financials,28,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.379,0.08,22,"Similar to Visa — global payment network, Russia exit, India data localization mandate, cross-border transaction volume"
Schlumberger,SLB,Energy,36,Red Sea shipping disruption,armed_conflict_instability,logistics_operations,-0.327,0.09,31,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.301,0.07,26,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Russia-Ukraine escalation,armed_conflict_instability,logistics_operations,-0.327,0.09,31,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.333,0.13,45,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Taiwan Strait tensions,armed_conflict_instability,logistics_operations,-0.327,0.09,31,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Iran nuclear crisis,armed_conflict_instability,logistics_operations,-0.327,0.09,31,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Major cyberattack,armed_conflict_instability,logistics_operations,-0.327,0.09,31,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.295,0.08,30,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.333,0.13,45,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
Schlumberger,SLB,Energy,36,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.333,0.13,45,"Oilfield services in 120+ countries, Middle East operations critical, benefits from energy price spikes"
FedEx,FDX,Industrials,88,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.297,0.1,87,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.306,0.05,42,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.297,0.1,87,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.38,0.15,130,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.297,0.1,87,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.297,0.1,87,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.297,0.1,87,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.378,0.06,52,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.38,0.15,130,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
FedEx,FDX,Industrials,88,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.38,0.15,130,"Global logistics, air freight routes over conflict zones, Red Sea rerouting costs, China e-commerce volume"
General Motors,GM,Consumer Discretionary,172,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,153,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.337,0.07,125,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,153,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.303,0.1,170,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,153,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,153,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.32,0.09,153,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.376,0.07,115,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.303,0.1,170,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
General Motors,GM,Consumer Discretionary,172,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.303,0.1,170,"China JV (Buick/Wuling), Mexico manufacturing (USMCA), EV battery minerals from DRC/Chile, tariff exposure"
Ford,F,Consumer Discretionary,176,Red Sea shipping disruption,armed_conflict_instability,procurement_supply_chain,-0.322,0.11,198,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,US-China tariff escalation,trade_policy_actions,procurement_supply_chain,-0.38,0.06,113,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Russia-Ukraine escalation,armed_conflict_instability,procurement_supply_chain,-0.322,0.11,198,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,OPEC production cut,resource_energy_disruptions,procurement_supply_chain,-0.331,0.14,247,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Taiwan Strait tensions,armed_conflict_instability,procurement_supply_chain,-0.322,0.11,198,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Iran nuclear crisis,armed_conflict_instability,procurement_supply_chain,-0.322,0.11,198,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Major cyberattack,armed_conflict_instability,procurement_supply_chain,-0.322,0.11,198,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,EU regulatory crackdown,regulatory_sovereignty_shifts,procurement_supply_chain,-0.375,0.07,121,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Emerging market debt crisis,resource_energy_disruptions,procurement_supply_chain,-0.331,0.14,247,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
Ford,F,Consumer Discretionary,176,Global supply chain shock,resource_energy_disruptions,procurement_supply_chain,-0.331,0.14,247,"Mexico/Canada manufacturing, European operations, China JV, EV battery supply chain, tariff exposure on imports"
